LATITUDE,LONGITUDE,STATION,STRATUM,YEAR,DATETIME,WTCPUE,NUMCPUE,COMMON,GENUS_SPECIES,SID,BOT_DEPTH,BOT_TEMP,SURF_TEMP,VESSEL,CRUISE,HAUL
63.8345,-163.463,BB-07,0,1982,9/7/1982__12:00:00_AM,0.03,-9999,sea_glob,Aplidium_sp._A_(Clark_2006),98310,13,9.8,11,21,198202,45
63.8345,-163.463,BB-07,0,1982,9/7/1982__12:00:00_AM,0.0501,-9999,sponge_unid.,Porifera,91000,13,9.8,11,21,198202,45
63.8345,-163.463,BB-07,0,1982,9/7/1982__12:00:00_AM,0.4006,-9999,sea_urchin_unid.,Echinacea,82500,13,9.8,11,21,198202,45
63.8345,-163.463,BB-07,0,1982,9/7/1982__12:00:00_AM,34.0556,-9999,purple-orange_sea_star,Asterias_amurensis,81742,13,9.8,11,21,198202,45
63.8345,-163.463,BB-07,0,1982,9/7/1982__12:00:00_AM,1.803,-9999,blackspined_sea_star,Lethasterias_nanimensis,80200,13,9.8,11,21,198202,45
63.8345,-163.463,BB-07,0,1982,9/7/1982__12:00:00_AM,1.4524,-9999,giant_sea_star,Evasterias_echinosoma,80020,13,9.8,11,21,198202,45
63.8345,-163.463,BB-07,0,1982,9/7/1982__12:00:00_AM,1.5025,-9999,,Neptunea_heros,71884,13,9.8,11,21,198202,45
63.8345,-163.463,BB-07,0,1982,9/7/1982__12:00:00_AM,0.1502,-9999,fat_whelk,Neptunea_ventricosa,71882,13,9.8,11,21,198202,45
63.8345,-163.463,BB-07,0,1982,9/7/1982__12:00:00_AM,0.1303,-9999,sculptured_shrimp,Sclerocrangon_boreas,66601,13,9.8,11,21,198202,45
63.8345,-163.463,BB-07,0,1982,9/7/1982__12:00:00_AM,0.9515,-9999,helmet_crab,Telmessus_cheiragonus,68781,13,9.8,11,21,198202,45
63.8345,-163.463,BB-07,0,1982,9/7/1982__12:00:00_AM,0.0099,-9999,kuro_argid,Argis_lar,66611,13,9.8,11,21,198202,45
63.8345,-163.463,BB-07,0,1982,9/7/1982__12:00:00_AM,0.0099,0.2208,sturgeon_poacher,Podothecus_accipenserinus,20040,13,9.8,11,21,198202,45
63.8345,-163.463,BB-07,0,1982,9/7/1982__12:00:00_AM,0.0501,-9999,red_king_crab,Paralithodes_camtschaticus,69322,13,9.8,11,21,198202,45
63.8345,-163.463,BB-07,0,1982,9/7/1982__12:00:00_AM,3.8063,-9999,sea_anemone_unid.,Actiniaria,43000,13,9.8,11,21,198202,45
63.8345,-163.463,BB-07,0,1982,9/7/1982__12:00:00_AM,0.0099,0.2208,Arctic_cod,Boreogadus_saida,21725,13,9.8,11,21,198202,45
63.8345,-163.463,BB-07,0,1982,9/7/1982__12:00:00_AM,0.3005,0.8833,starry_flounder,Platichthys_stellatus,10220,13,9.8,11,21,198202,45
63.8345,-163.463,BB-07,0,1982,9/7/1982__12:00:00_AM,0.0099,0.2208,rainbow_smelt,Osmerus_mordax,23055,13,9.8,11,21,198202,45
63.83883,-165.02483,BB-05,0,1982,9/9/1982__6:00:00_PM,3.7681,58.6131,saffron_cod,Eleginus_gracilis,21735,13,6.5,9.4,21,198202,64
63.83883,-165.02483,BB-05,0,1982,9/9/1982__6:00:00_PM,0.4186,-9999,blackspined_sea_star,Lethasterias_nanimensis,80200,13,6.5,9.4,21,198202,64
63.83883,-165.02483,BB-05,0,1982,9/9/1982__6:00:00_PM,4.1869,5.769,plain_sculpin,Myoxocephalus_jaok,21371,13,6.5,9.4,21,198202,64
63.83883,-165.02483,BB-05,0,1982,9/9/1982__6:00:00_PM,0.1048,-9999,red_king_crab,Paralithodes_camtschaticus,69322,13,6.5,9.4,21,198202,64
63.83883,-165.02483,BB-05,0,1982,9/9/1982__6:00:00_PM,0.0314,-9999,helmet_crab,Telmessus_cheiragonus,68781,13,6.5,9.4,21,198202,64
63.83883,-165.02483,BB-05,0,1982,9/9/1982__6:00:00_PM,0.1569,-9999,snow_crab,Chionoecetes_opilio,68580,13,6.5,9.4,21,198202,64
63.83883,-165.02483,BB-05,0,1982,9/9/1982__6:00:00_PM,0.021,-9999,circumboreal_toad_crab,Hyas_coarctatus,68577,13,6.5,9.4,21,198202,64
63.83883,-165.02483,BB-05,0,1982,9/9/1982__6:00:00_PM,0.0524,-9999,kuro_argid,Argis_lar,66611,13,6.5,9.4,21,198202,64
63.83883,-165.02483,BB-05,0,1982,9/9/1982__6:00:00_PM,0.0104,-9999,sculptured_shrimp,Sclerocrangon_boreas,66601,13,6.5,9.4,21,198202,64
63.83883,-165.02483,BB-05,0,1982,9/9/1982__6:00:00_PM,0.0104,-9999,green_sea_urchin,Strongylocentrotus_droebachiensis,82510,13,6.5,9.4,21,198202,64
63.83883,-165.02483,BB-05,0,1982,9/9/1982__6:00:00_PM,10.153,-9999,purple-orange_sea_star,Asterias_amurensis,81742,13,6.5,9.4,21,198202,64
63.83883,-165.02483,BB-05,0,1982,9/9/1982__6:00:00_PM,0.5234,-9999,giant_sea_star,Evasterias_echinosoma,80020,13,6.5,9.4,21,198202,64
63.83883,-165.02483,BB-05,0,1982,9/9/1982__6:00:00_PM,0.0104,-9999,Greenland_cockle,Serripes_groenlandicus,75285,13,6.5,9.4,21,198202,64
63.83883,-165.02483,BB-05,0,1982,9/9/1982__6:00:00_PM,0.1048,-9999,sevenspine_bay_shrimp,Crangon_septemspinosa,66548,13,6.5,9.4,21,198202,64
63.83883,-165.02483,BB-05,0,1982,9/9/1982__6:00:00_PM,0.0524,-9999,sea_anemone_unid.,Actiniaria,43000,13,6.5,9.4,21,198202,64
63.83883,-165.02483,BB-05,0,1982,9/9/1982__6:00:00_PM,9.5251,-9999,jellyfish_unid.,Scyphozoa,40500,13,6.5,9.4,21,198202,64
63.83883,-165.02483,BB-05,0,1982,9/9/1982__6:00:00_PM,0.0104,0.923,slender_eelblenny,Lumpenus_fabricii,23807,13,6.5,9.4,21,198202,64
63.83883,-165.02483,BB-05,0,1982,9/9/1982__6:00:00_PM,0.2617,8.5381,rainbow_smelt,Osmerus_mordax,23055,13,6.5,9.4,21,198202,64
63.83883,-165.02483,BB-05,0,1982,9/9/1982__6:00:00_PM,0.0104,0.2308,ribbed_sculpin,Triglops_pingeli,21355,13,6.5,9.4,21,198202,64
63.83883,-165.02483,BB-05,0,1982,9/9/1982__6:00:00_PM,1.0467,-9999,,Neptunea_heros,71884,13,6.5,9.4,21,198202,64
63.83883,-165.02483,BB-05,0,1982,9/9/1982__6:00:00_PM,0.1048,1.1538,pighead_prickleback,Acantholumpenus_mackayi,23809,13,6.5,9.4,21,198202,64
63.83883,-165.02483,BB-05,0,1982,9/9/1982__6:00:00_PM,0.0314,1.1538,Arctic_staghorn_sculpin,Gymnocanthus_tricuspis,21315,13,6.5,9.4,21,198202,64
63.83883,-165.02483,BB-05,0,1982,9/9/1982__6:00:00_PM,1.4653,8.7689,Alaska_plaice,Pleuronectes_quadrituberculatus,10285,13,6.5,9.4,21,198202,64
63.83883,-165.02483,BB-05,0,1982,9/9/1982__6:00:00_PM,2.3028,1.3846,starry_flounder,Platichthys_stellatus,10220,13,6.5,9.4,21,198202,64
63.83883,-165.02483,BB-05,0,1982,9/9/1982__6:00:00_PM,0.0104,0.923,snailfish_unid.,Liparidae,22200,13,6.5,9.4,21,198202,64
63.83883,-165.02483,BB-05,0,1982,9/9/1982__6:00:00_PM,0.2093,1.8461,antlered_sculpin,Enophrys_diceraus,21388,13,6.5,9.4,21,198202,64
63.83883,-165.02483,BB-05,0,1982,9/9/1982__6:00:00_PM,6.2804,101.7653,yellowfin_sole,Limanda_aspera,10210,13,6.5,9.4,21,198202,64
63.83883,-165.02483,BB-05,0,1982,9/9/1982__6:00:00_PM,0.0104,0.2308,whitespotted_greenling,Hexagrammos_stelleri,21932,13,6.5,9.4,21,198202,64
63.83883,-165.02483,BB-05,0,1982,9/9/1982__6:00:00_PM,0.0104,0.2308,eyeshade_sculpin,Nautichthys_pribilovius,21405,13,6.5,9.4,21,198202,64
63.84783,-163.84933,BB-07,0,1982,9/9/1982__12:00:00_PM,2.9689,-9999,blackspined_sea_star,Lethasterias_nanimensis,80200,13,10.3,10.5,21,198202,61
63.84783,-163.84933,BB-07,0,1982,9/9/1982__12:00:00_PM,0.159,3.9738,slender_eelblenny,Lumpenus_fabricii,23807,13,10.3,10.5,21,198202,61
63.84783,-163.84933,BB-07,0,1982,9/9/1982__12:00:00_PM,0.0105,0.2338,Arctic_cod,Boreogadus_saida,21725,13,10.3,10.5,21,198202,61
63.84783,-163.84933,BB-07,0,1982,9/9/1982__12:00:00_PM,0.212,0.7013,,Lycodes_sp.,24180,13,10.3,10.5,21,198202,61
63.84783,-163.84933,BB-07,0,1982,9/9/1982__12:00:00_PM,0.212,-9999,Greenland_cockle,Serripes_groenlandicus,75285,13,10.3,10.5,21,198202,61
63.84783,-163.84933,BB-07,0,1982,9/9/1982__12:00:00_PM,0.0105,0.2338,pighead_prickleback,Acantholumpenus_mackayi,23809,13,10.3,10.5,21,198202,61
63.84783,-163.84933,BB-07,0,1982,9/9/1982__12:00:00_PM,0.0213,0.2338,polar_eelpout,Lycodes_turneri,24189,13,10.3,10.5,21,198202,61
63.84783,-163.84933,BB-07,0,1982,9/9/1982__12:00:00_PM,2.9689,-9999,sea_anemone_unid.,Actiniaria,43000,13,10.3,10.5,21,198202,61
63.84783,-163.84933,BB-07,0,1982,9/9/1982__12:00:00_PM,0.0105,-9999,polychaete_worm_unid.,Polychaeta,50000,13,10.3,10.5,21,198202,61
63.84783,-163.84933,BB-07,0,1982,9/9/1982__12:00:00_PM,0.0105,-9999,coonstripe_shrimp,Pandalus_hypsinotus,66050,13,10.3,10.5,21,198202,61
63.84783,-163.84933,BB-07,0,1982,9/9/1982__12:00:00_PM,0.1802,-9999,sevenspine_bay_shrimp,Crangon_septemspinosa,66548,13,10.3,10.5,21,198202,61
63.84783,-163.84933,BB-07,0,1982,9/9/1982__12:00:00_PM,0.0531,-9999,kuro_argid,Argis_lar,66611,13,10.3,10.5,21,198202,61
63.84783,-163.84933,BB-07,0,1982,9/9/1982__12:00:00_PM,0.1061,-9999,snow_crab,Chionoecetes_opilio,68580,13,10.3,10.5,21,198202,61
63.84783,-163.84933,BB-07,0,1982,9/9/1982__12:00:00_PM,0.8483,-9999,helmet_crab,Telmessus_cheiragonus,68781,13,10.3,10.5,21,198202,61
63.84783,-163.84933,BB-07,0,1982,9/9/1982__12:00:00_PM,0.1061,-9999,red_king_crab,Paralithodes_camtschaticus,69322,13,10.3,10.5,21,198202,61
63.84783,-163.84933,BB-07,0,1982,9/9/1982__12:00:00_PM,2.0145,-9999,,Neptunea_heros,71884,13,10.3,10.5,21,198202,61
63.84783,-163.84933,BB-07,0,1982,9/9/1982__12:00:00_PM,1.8025,-9999,giant_sea_star,Evasterias_echinosoma,80020,13,10.3,10.5,21,198202,61
63.84783,-163.84933,BB-07,0,1982,9/9/1982__12:00:00_PM,84.6113,-9999,purple-orange_sea_star,Asterias_amurensis,81742,13,10.3,10.5,21,198202,61
63.84783,-163.84933,BB-07,0,1982,9/9/1982__12:00:00_PM,0.212,-9999,green_sea_urchin,Strongylocentrotus_droebachiensis,82510,13,10.3,10.5,21,198202,61
63.84783,-163.84933,BB-07,0,1982,9/9/1982__12:00:00_PM,0.5302,-9999,sea_glob,Aplidium_sp._A_(Clark_2006),98310,13,10.3,10.5,21,198202,61
63.84783,-163.84933,BB-07,0,1982,9/9/1982__12:00:00_PM,6.1496,118.2796,yellowfin_sole,Limanda_aspera,10210,13,10.3,10.5,21,198202,61
63.84783,-163.84933,BB-07,0,1982,9/9/1982__12:00:00_PM,3.7111,8.1814,starry_flounder,Platichthys_stellatus,10220,13,10.3,10.5,21,198202,61
63.84783,-163.84933,BB-07,0,1982,9/9/1982__12:00:00_PM,1.3784,27.8167,Alaska_plaice,Pleuronectes_quadrituberculatus,10285,13,10.3,10.5,21,198202,61
63.84783,-163.84933,BB-07,0,1982,9/9/1982__12:00:00_PM,0.0213,2.1038,Arctic_staghorn_sculpin,Gymnocanthus_tricuspis,21315,13,10.3,10.5,21,198202,61
63.84783,-163.84933,BB-07,0,1982,9/9/1982__12:00:00_PM,2.6508,8.8827,plain_sculpin,Myoxocephalus_jaok,21371,13,10.3,10.5,21,198202,61
63.84783,-163.84933,BB-07,0,1982,9/9/1982__12:00:00_PM,0.4771,6.0776,antlered_sculpin,Enophrys_diceraus,21388,13,10.3,10.5,21,198202,61
63.84783,-163.84933,BB-07,0,1982,9/9/1982__12:00:00_PM,0.0105,0.2338,eyeshade_sculpin,Nautichthys_pribilovius,21405,13,10.3,10.5,21,198202,61
63.84783,-163.84933,BB-07,0,1982,9/9/1982__12:00:00_PM,5.1954,120.3834,saffron_cod,Eleginus_gracilis,21735,13,10.3,10.5,21,198202,61
63.84783,-163.84933,BB-07,0,1982,9/9/1982__12:00:00_PM,0.0105,0.2338,ninespine_stickleback,Pungitius_pungitius,21753,13,10.3,10.5,21,198202,61
63.84783,-163.84933,BB-07,0,1982,9/9/1982__12:00:00_PM,0.0105,0.2338,whitespotted_greenling,Hexagrammos_stelleri,21932,13,10.3,10.5,21,198202,61
63.84783,-163.84933,BB-07,0,1982,9/9/1982__12:00:00_PM,0.0105,0.2338,snailfish_unid.,Liparidae,22200,13,10.3,10.5,21,198202,61
63.84783,-163.84933,BB-07,0,1982,9/9/1982__12:00:00_PM,0.4771,21.2716,rainbow_smelt,Osmerus_mordax,23055,13,10.3,10.5,21,198202,61
63.84783,-163.84933,BB-07,0,1982,9/9/1982__12:00:00_PM,0.0105,0.2338,Bering_poacher,Occella_dodecaedron,20061,13,10.3,10.5,21,198202,61
63.97717,-161.57617,BB-10,0,1982,9/7/1982__6:00:00_AM,0.0101,0.2236,pighead_prickleback,Acantholumpenus_mackayi,23809,13,3,12.6,21,198202,38
63.97717,-161.57617,BB-10,0,1982,9/7/1982__6:00:00_AM,0.0203,-9999,jellyfish_unid.,Scyphozoa,40500,13,3,12.6,21,198202,38
63.97717,-161.57617,BB-10,0,1982,9/7/1982__6:00:00_AM,0.0101,0.2236,Arctic_shanny,Stichaeus_punctatus,23804,13,3,12.6,21,198202,38
63.97717,-161.57617,BB-10,0,1982,9/7/1982__6:00:00_AM,0.1724,1.1178,saffron_cod,Eleginus_gracilis,21735,13,3,12.6,21,198202,38
63.97717,-161.57617,BB-10,0,1982,9/7/1982__6:00:00_AM,0.0912,3.1299,Arctic_cod,Boreogadus_saida,21725,13,3,12.6,21,198202,38
63.97717,-161.57617,BB-10,0,1982,9/7/1982__6:00:00_AM,0.1015,1.5649,antlered_sculpin,Enophrys_diceraus,21388,13,3,12.6,21,198202,38
63.97717,-161.57617,BB-10,0,1982,9/7/1982__6:00:00_AM,0.9633,3.577,plain_sculpin,Myoxocephalus_jaok,21371,13,3,12.6,21,198202,38
63.97717,-161.57617,BB-10,0,1982,9/7/1982__6:00:00_AM,0.0405,2.2356,sturgeon_poacher,Podothecus_accipenserinus,20040,13,3,12.6,21,198202,38
63.97717,-161.57617,BB-10,0,1982,9/7/1982__6:00:00_AM,0.2028,1.7885,Alaska_plaice,Pleuronectes_quadrituberculatus,10285,13,3,12.6,21,198202,38
63.97717,-161.57617,BB-10,0,1982,9/7/1982__6:00:00_AM,2.3324,-9999,sea_urchin_unid.,Echinacea,82500,13,3,12.6,21,198202,38
63.97717,-161.57617,BB-10,0,1982,9/7/1982__6:00:00_AM,0.0101,-9999,blood_sea_star,Henricia_leviuscula,80544,13,3,12.6,21,198202,38
63.97717,-161.57617,BB-10,0,1982,9/7/1982__6:00:00_AM,0.0101,-9999,,Leptasterias_groenlandica,80110,13,3,12.6,21,198202,38
63.97717,-161.57617,BB-10,0,1982,9/7/1982__6:00:00_AM,0.0101,0.4471,eyeshade_sculpin,Nautichthys_pribilovius,21405,13,3,12.6,21,198202,38
63.97717,-161.57617,BB-10,0,1982,9/7/1982__6:00:00_AM,0.0711,-9999,bivalve_unid.,Bivalvia,74000,13,3,12.6,21,198202,38
63.97717,-161.57617,BB-10,0,1982,9/7/1982__6:00:00_AM,32.8051,-9999,purple-orange_sea_star,Asterias_amurensis,81742,13,3,12.6,21,198202,38
63.97717,-161.57617,BB-10,0,1982,9/7/1982__6:00:00_AM,0.0507,0.2236,starry_flounder,Platichthys_stellatus,10220,13,3,12.6,21,198202,38
63.97717,-161.57617,BB-10,0,1982,9/7/1982__6:00:00_AM,0.0711,3.1299,Arctic_staghorn_sculpin,Gymnocanthus_tricuspis,21315,13,3,12.6,21,198202,38
63.97717,-161.57617,BB-10,0,1982,9/7/1982__6:00:00_AM,0.0507,-9999,snow_crab,Chionoecetes_opilio,68580,13,3,12.6,21,198202,38
63.97717,-161.57617,BB-10,0,1982,9/7/1982__6:00:00_AM,0.0812,0.4471,eelpout_unid.,Zoarcidae,24100,13,3,12.6,21,198202,38
63.97717,-161.57617,BB-10,0,1982,9/7/1982__6:00:00_AM,0.2028,-9999,,Buccinum_sp.,72740,13,3,12.6,21,198202,38
63.97717,-161.57617,BB-10,0,1982,9/7/1982__6:00:00_AM,1.0648,-9999,,Neptunea_heros,71884,13,3,12.6,21,198202,38
63.97717,-161.57617,BB-10,0,1982,9/7/1982__6:00:00_AM,0.2028,-9999,red_king_crab,Paralithodes_camtschaticus,69322,13,3,12.6,21,198202,38
63.97717,-161.57617,BB-10,0,1982,9/7/1982__6:00:00_AM,1.5719,-9999,helmet_crab,Telmessus_cheiragonus,68781,13,3,12.6,21,198202,38
63.97717,-161.57617,BB-10,0,1982,9/7/1982__6:00:00_AM,0.152,-9999,kuro_argid,Argis_lar,66611,13,3,12.6,21,198202,38
63.97717,-161.57617,BB-10,0,1982,9/7/1982__6:00:00_AM,0.152,-9999,sculptured_shrimp,Sclerocrangon_boreas,66601,13,3,12.6,21,198202,38
63.97717,-161.57617,BB-10,0,1982,9/7/1982__6:00:00_AM,0.152,-9999,sea_anemone_unid.,Actiniaria,43000,13,3,12.6,21,198202,38
63.97717,-161.57617,BB-10,0,1982,9/7/1982__6:00:00_AM,0.0203,0.8943,slender_eelblenny,Lumpenus_fabricii,23807,13,3,12.6,21,198202,38
63.978,-164.6305,BB-06,0,1982,9/9/1982__5:00:00_AM,0.0105,-9999,snow_crab,Chionoecetes_opilio,68580,15,10.2,10.2,21,198202,58
63.978,-164.6305,BB-06,0,1982,9/9/1982__5:00:00_AM,0.424,-9999,helmet_crab,Telmessus_cheiragonus,68781,15,10.2,10.2,21,198202,58
63.978,-164.6305,BB-06,0,1982,9/9/1982__5:00:00_AM,0.0105,-9999,circumboreal_toad_crab,Hyas_coarctatus,68577,15,10.2,10.2,21,198202,58
63.978,-164.6305,BB-06,0,1982,9/9/1982__5:00:00_AM,0.0636,-9999,kuro_argid,Argis_lar,66611,15,10.2,10.2,21,198202,58
63.978,-164.6305,BB-06,0,1982,9/9/1982__5:00:00_AM,0.0849,-9999,sevenspine_bay_shrimp,Crangon_septemspinosa,66548,15,10.2,10.2,21,198202,58
63.978,-164.6305,BB-06,0,1982,9/9/1982__5:00:00_AM,0.1061,-9999,sea_anemone_unid.,Actiniaria,43000,15,10.2,10.2,21,198202,58
63.978,-164.6305,BB-06,0,1982,9/9/1982__5:00:00_AM,0.212,-9999,jellyfish_unid.,Scyphozoa,40500,15,10.2,10.2,21,198202,58
63.978,-164.6305,BB-06,0,1982,9/9/1982__5:00:00_AM,0.4771,1.6363,eelpout_unid.,Zoarcidae,24100,15,10.2,10.2,21,198202,58
63.978,-164.6305,BB-06,0,1982,9/9/1982__5:00:00_AM,0.0213,0.935,slender_eelblenny,Lumpenus_fabricii,23807,15,10.2,10.2,21,198202,58
63.978,-164.6305,BB-06,0,1982,9/9/1982__5:00:00_AM,0.0105,0.2338,rainbow_smelt,Osmerus_mordax,23055,15,10.2,10.2,21,198202,58
63.978,-164.6305,BB-06,0,1982,9/9/1982__5:00:00_AM,0.0105,0.2338,snailfish_unid.,Liparidae,22200,15,10.2,10.2,21,198202,58
63.978,-164.6305,BB-06,0,1982,9/9/1982__5:00:00_AM,7.5811,85.3202,saffron_cod,Eleginus_gracilis,21735,15,10.2,10.2,21,198202,58
63.978,-164.6305,BB-06,0,1982,9/9/1982__5:00:00_AM,0.0105,0.2338,eyeshade_sculpin,Nautichthys_pribilovius,21405,15,10.2,10.2,21,198202,58
63.978,-164.6305,BB-06,0,1982,9/9/1982__5:00:00_AM,0.1061,2.805,antlered_sculpin,Enophrys_diceraus,21388,15,10.2,10.2,21,198202,58
63.978,-164.6305,BB-06,0,1982,9/9/1982__5:00:00_AM,2.5446,5.8439,plain_sculpin,Myoxocephalus_jaok,21371,15,10.2,10.2,21,198202,58
63.978,-164.6305,BB-06,0,1982,9/9/1982__5:00:00_AM,0.1061,-9999,sea_glob,Aplidium_sp._A_(Clark_2006),98310,15,10.2,10.2,21,198202,58
63.978,-164.6305,BB-06,0,1982,9/9/1982__5:00:00_AM,0.0213,-9999,sea_urchin_unid.,Echinacea,82500,15,10.2,10.2,21,198202,58
63.978,-164.6305,BB-06,0,1982,9/9/1982__5:00:00_AM,65.0489,-9999,purple-orange_sea_star,Asterias_amurensis,81742,15,10.2,10.2,21,198202,58
63.978,-164.6305,BB-06,0,1982,9/9/1982__5:00:00_AM,2.8097,-9999,blackspined_sea_star,Lethasterias_nanimensis,80200,15,10.2,10.2,21,198202,58
63.978,-164.6305,BB-06,0,1982,9/9/1982__5:00:00_AM,12.6173,134.8761,yellowfin_sole,Limanda_aspera,10210,15,10.2,10.2,21,198202,58
63.978,-164.6305,BB-06,0,1982,9/9/1982__5:00:00_AM,0.0105,0.2338,Bering_flounder,Hippoglossoides_robustus,10140,15,10.2,10.2,21,198202,58
63.978,-164.6305,BB-06,0,1982,9/9/1982__5:00:00_AM,0.3181,-9999,red_king_crab,Paralithodes_camtschaticus,69322,15,10.2,10.2,21,198202,58
63.978,-164.6305,BB-06,0,1982,9/9/1982__5:00:00_AM,0.3181,3.5063,pighead_prickleback,Acantholumpenus_mackayi,23809,15,10.2,10.2,21,198202,58
63.978,-164.6305,BB-06,0,1982,9/9/1982__5:00:00_AM,1.4313,6.3114,Alaska_plaice,Pleuronectes_quadrituberculatus,10285,15,10.2,10.2,21,198202,58
63.978,-164.6305,BB-06,0,1982,9/9/1982__5:00:00_AM,0.0105,0.935,Arctic_staghorn_sculpin,Gymnocanthus_tricuspis,21315,15,10.2,10.2,21,198202,58
63.978,-164.6305,BB-06,0,1982,9/9/1982__5:00:00_AM,0.0105,0.2338,Pacific_herring,Clupea_pallasii,21110,15,10.2,10.2,21,198202,58
63.978,-164.6305,BB-06,0,1982,9/9/1982__5:00:00_AM,0.0105,0.2338,sturgeon_poacher,Podothecus_accipenserinus,20040,15,10.2,10.2,21,198202,58
63.978,-164.6305,BB-06,0,1982,9/9/1982__5:00:00_AM,13.8899,23.6092,starry_flounder,Platichthys_stellatus,10220,15,10.2,10.2,21,198202,58
63.978,-164.6305,BB-06,0,1982,9/9/1982__5:00:00_AM,1.9614,-9999,giant_sea_star,Evasterias_echinosoma,80020,15,10.2,10.2,21,198202,58
63.978,-164.6305,BB-06,0,1982,9/9/1982__5:00:00_AM,0.0531,-9999,sea_raspberry,Gersemia_sp.,41201,15,10.2,10.2,21,198202,58
63.98117,-165.64833,BB-05,0,1982,9/8/1982__11:00:00_PM,0.1075,5.2102,rainbow_smelt,Osmerus_mordax,23055,15,6.9,8.6,21,198202,55
63.98117,-165.64833,BB-05,0,1982,9/8/1982__11:00:00_PM,3.7599,-9999,jellyfish_unid.,Scyphozoa,40500,15,6.9,8.6,21,198202,55
63.98117,-165.64833,BB-05,0,1982,9/8/1982__11:00:00_PM,0.0322,-9999,sea_raspberry,Gersemia_sp.,41201,15,6.9,8.6,21,198202,55
63.98117,-165.64833,BB-05,0,1982,9/8/1982__11:00:00_PM,0.0107,-9999,sevenspine_bay_shrimp,Crangon_septemspinosa,66548,15,6.9,8.6,21,198202,55
63.98117,-165.64833,BB-05,0,1982,9/8/1982__11:00:00_PM,0.3223,-9999,kuro_argid,Argis_lar,66611,15,6.9,8.6,21,198202,55
63.98117,-165.64833,BB-05,0,1982,9/8/1982__11:00:00_PM,0.0216,-9999,snow_crab,Chionoecetes_opilio,68580,15,6.9,8.6,21,198202,55
63.98117,-165.64833,BB-05,0,1982,9/8/1982__11:00:00_PM,0.6982,-9999,red_king_crab,Paralithodes_camtschaticus,69322,15,6.9,8.6,21,198202,55
63.98117,-165.64833,BB-05,0,1982,9/8/1982__11:00:00_PM,0.6446,-9999,giant_sea_star,Evasterias_echinosoma,80020,15,6.9,8.6,21,198202,55
63.98117,-165.64833,BB-05,0,1982,9/8/1982__11:00:00_PM,0.5371,-9999,blackspined_sea_star,Lethasterias_nanimensis,80200,15,6.9,8.6,21,198202,55
63.98117,-165.64833,BB-05,0,1982,9/8/1982__11:00:00_PM,2.6856,-9999,purple-orange_sea_star,Asterias_amurensis,81742,15,6.9,8.6,21,198202,55
63.98117,-165.64833,BB-05,0,1982,9/8/1982__11:00:00_PM,0.0107,-9999,sea_urchin_unid.,Echinacea,82500,15,6.9,8.6,21,198202,55
63.98117,-165.64833,BB-05,0,1982,9/8/1982__11:00:00_PM,0.0429,-9999,basketstar,Gorgonocephalus_eucnemis,83020,15,6.9,8.6,21,198202,55
63.98117,-165.64833,BB-05,0,1982,9/8/1982__11:00:00_PM,0.4296,-9999,sea_glob,Aplidium_sp._A_(Clark_2006),98310,15,6.9,8.6,21,198202,55
63.98117,-165.64833,BB-05,0,1982,9/8/1982__11:00:00_PM,0.8594,-9999,invertebrate_unid.,,99990,15,6.9,8.6,21,198202,55
63.98117,-165.64833,BB-05,0,1982,9/8/1982__11:00:00_PM,1.1818,8.5258,yellowfin_sole,Limanda_aspera,10210,15,6.9,8.6,21,198202,55
63.98117,-165.64833,BB-05,0,1982,9/8/1982__11:00:00_PM,2.3633,1.8946,starry_flounder,Platichthys_stellatus,10220,15,6.9,8.6,21,198202,55
63.98117,-165.64833,BB-05,0,1982,9/8/1982__11:00:00_PM,2.4708,12.0782,Alaska_plaice,Pleuronectes_quadrituberculatus,10285,15,6.9,8.6,21,198202,55
63.98117,-165.64833,BB-05,0,1982,9/8/1982__11:00:00_PM,0.0429,,Arctic_staghorn_sculpin,Gymnocanthus_tricuspis,21315,15,6.9,8.6,21,198202,55
63.98117,-165.64833,BB-05,0,1982,9/8/1982__11:00:00_PM,1.2353,2.6051,plain_sculpin,Myoxocephalus_jaok,21371,15,6.9,8.6,21,198202,55
63.98117,-165.64833,BB-05,0,1982,9/8/1982__11:00:00_PM,0.0107,0.2368,antlered_sculpin,Enophrys_diceraus,21388,15,6.9,8.6,21,198202,55
63.98117,-165.64833,BB-05,0,1982,9/8/1982__11:00:00_PM,0.0107,0.9473,Arctic_cod,Boreogadus_saida,21725,15,6.9,8.6,21,198202,55
63.98117,-165.64833,BB-05,0,1982,9/8/1982__11:00:00_PM,8.916,157.2528,saffron_cod,Eleginus_gracilis,21735,15,6.9,8.6,21,198202,55
63.98117,-165.64833,BB-05,0,1982,9/8/1982__11:00:00_PM,0.0107,0.4737,walleye_pollock,Gadus_chalcogrammus,21740,15,6.9,8.6,21,198202,55
63.98117,-165.64833,BB-05,0,1982,9/8/1982__11:00:00_PM,0.0107,0.9473,snailfish_unid.,Liparidae,22200,15,6.9,8.6,21,198202,55
63.98283,-165.27417,BB-05,0,1982,9/9/1982__1:00:00_AM,0.0743,3.5063,Arctic_staghorn_sculpin,Gymnocanthus_tricuspis,21315,13,6.7,9.3,21,198202,56
63.98283,-165.27417,BB-05,0,1982,9/9/1982__1:00:00_AM,0.0105,0.2338,ribbed_sculpin,Triglops_pingeli,21355,13,6.7,9.3,21,198202,56
